47.9392,-1.57422,-1.92093,47.8748
49.9509,-1.64983,0.847721,49.9165
47.9953,-1.74911,1.1833,47.9488
48.8066,-0.334814,-1.55622,48.7807
49.8607,-1.11098,-1.08127,49.8366
48.7472,6.62584,4.82925,48.0528
49.8277,-1.42981,0.605214,49.8035
49.6164,-1.3236,2.25826,49.5473
28.144,1.34392,1.44337,28.0748
49.7353,-1.97099,0.740189,49.6908
49.8014,2.59667,1.43165,49.713
48.0237,1.9772,2.17926,47.9334
49.4898,5.33139,1.37192,49.1827
49.8166,-1.03316,1.95446,49.7675
49.3047,1.98017,-0.186233,49.2646
49.7694,-1.79821,1.5871,49.7116
49.8904,-2.29391,-2.67139,49.766
43.5916,-0.925321,1.17778,43.5658
48.7362,-1.46696,0.876171,48.7062
49.3203,0.279058,1.94561,49.2811
49.5961,0.606138,1.4501,49.5712
47.8061,0.322906,1.69416,47.7749
49.7782,2.29567,3.80261,49.5797
49.7949,-1.09942,-2.40497,49.7246
44.4533,-0.82329,-2.17248,44.3925
49.767,-1.26574,-1.4669,49.7293
48.5198,-1.98668,0.12462,48.479
47.6523,-1.3265,-0.638453,47.6295
41.542,0.354115,-1.66681,41.507
46.1487,-1.87161,0.325358,46.1096
48.7508,-0.450118,-2.44282,48.6875
38.3568,1.75461,1.21888,38.2972
49.9222,-0.47889,-1.55031,49.8958
46.5608,-1.41231,-2.18442,46.4881
49.9222,-1.35299,-0.654081,49.8996
39.3653,1.84544,-2.17489,39.2618
46.0919,1.95157,0.150549,46.0504
49.8296,1.47099,0.401483,49.8062
29.2983,-2.07894,1.88322,29.1637
49.9175,-1.13761,0.936138,49.8958
49.8284,-1.42332,-1.51141,49.7852
44.3172,0.305796,1.56601,44.2885
49.9315,-1.36789,-0.927238,49.9042
48.5822,1.71993,2.03872,48.509
44.9485,-1.44938,0.831485,44.9175
48.9087,-1.25936,0.773523,48.8864
43.4166,-0.342577,-3.08576,43.3054
49.9627,-1.18784,0.833622,49.9416
45.7375,-0.562378,1.592,45.7063
49.6836,2.40832,-1.30832,49.6079
45.4918,0.568146,2.57595,45.4153
49.161,0.464201,2.43942,49.0982
47.2645,-1.79504,0.314262,47.2293
49.9565,1.59415,-1.33748,49.9132
49.7189,1.28384,-2.26209,49.6508
49.9165,-0.683297,-1.81486,49.8788
49.6923,1.65209,0.260382,49.6642
49.666,0.799651,1.36658,49.6407
49.7943,1.29741,0.946327,49.7684
32.0899,-1.69123,-1.19164,32.0231
49.8555,-1.17931,-3.03669,49.749
49.9291,1.52451,2.1831,49.858
48.2435,0.370738,1.40167,48.2217
44.337,-1.88446,1.29531,44.278
49.9431,1.27105,0.931683,49.9183
49.2599,0.197567,-1.98058,49.2197
48.483,2.48764,-1.27189,48.4025
45.6776,-8.7162,2.64248,44.7603
44.1123,-1.23431,0.813859,44.0875
48.5941,-2.40049,-0.110827,48.5346
47.7233,2.07255,-1.63961,47.6501
49.8442,1.85468,0.925645,49.8011
49.3645,1.14605,-1.1331,49.3381
48.9988,-2.06392,-1.54925,48.9308
49.7069,0.321352,-1.99539,49.6658
43.7092,1.24049,0.445663,43.6893
49.6456,0.46033,-2.01323,49.6027
46.6525,1.5157,0.784848,46.6213
49.9047,-1.54958,0.0742852,49.8806
49.8899,1.81283,-0.114055,49.8568
37.1322,1.79971,-1.38337,37.0627
49.3127,1.36901,-0.325203,49.2926
49.7456,-0.980063,-1.84541,49.7017
29.8,0.0497291,2.26501,29.7137
45.4584,0.538799,-1.66289,45.4248
48.9018,1.65369,-0.214121,48.8734
49.0005,-0.975182,2.01248,48.9494
47.8718,0.594198,-1.25839,47.8516
49.8227,-0.971139,1.44527,49.7922
34.9653,1.81344,1.16011,34.899
28.3152,-2.01213,0.453129,28.2399
43.3361,0.694305,-1.21212,43.3135
49.4565,0.165339,1.74291,49.4255
39.9454,1.90498,1.163,39.883
49.4253,3.98616,2.31256,49.21
49.3968,-2.33669,3.77855,49.1967
49.6927,1.24939,-1.15197,49.6637
49.4839,1.17123,-1.91158,49.4331
49.9759,-0.74835,1.4467,49.9494
49.9096,-1.41604,-0.670075,49.885
48.5446,-1.67743,0.565236,48.5123
49.7279,2.21004,2.90732,49.5936
49.886,-0.825811,-1.66065,49.8515
49.9066,1.69987,-0.572853,49.8743
46.9098,0.838525,1.15902,46.8879
49.767,-1.30966,-0.97238,49.7403
48.0955,-0.0339672,1.38552,48.0756
46.8539,0.364293,2.85626,46.7653
22.1022,-2.17892,1.43922,21.9474
48.3447,-1.09848,0.861562,48.3246
49.9824,1.23802,-1.16087,49.9535
40.7353,-2.37142,1.69369,40.6309
49.2669,1.70193,0.0629524,49.2375
43.6394,0.060189,2.24589,43.5816
49.866,-1.73984,-0.0585172,49.8356
49.8683,1.42473,-0.00927769,49.8479
48.3608,0.724547,-2.04572,48.3121
49.5956,-0.252842,-2.2208,49.5452
49.7309,1.03024,-2.59341,49.6525
49.7055,-1.04181,1.3597,49.676
49.945,0.0653592,-1.41469,49.9249
29.2639,1.59683,-1.57701,29.1778
49.0294,0.903511,-2.57643,48.9533
49.9022,-0.70524,-1.91137,49.8606
46.6631,-5.47151,0.0688314,46.3412
31.9924,1.85644,1.71429,31.8925
49.9379,-0.0874765,-1.57585,49.9129
49.7879,1.68701,-1.21933,49.7444
49.9786,-1.47764,-0.344746,49.9556
49.3628,-1.42928,-0.397995,49.3405
49.983,1.31095,0.608349,49.9621
45.823,-0.584999,1.49481,45.7949
49.7099,1.99894,0.15128,49.6695
48.9382,0.672104,-2.27033,48.8809
49.8846,-2.8706,2.41111,49.7435
37.4793,-1.97279,-0.387102,37.4253
45.5991,-1.25678,-1.4996,45.5571
49.3543,-0.722566,1.58357,49.3236
47.8386,1.27588,-0.571548,47.8182
46.4765,0.915191,-1.69716,46.4365
49.9876,-1.15201,2.22569,49.9248
40.5762,3.07613,-1.58613,40.4283
49.9135,1.43397,-1.35128,49.8746
48.8367,1.5693,1.12411,48.7985
49.4883,-0.873256,-1.21483,49.4657
49.5944,1.48372,-1.48225,49.55
34.0354,3.5677,-0.0582088,33.8478
47.2042,0.741971,-1.28055,47.181
45.7623,-1.46031,1.20082,45.7232
44.0882,-0.66941,-2.56207,44.0086
21.7098,-2.54841,0.405252,21.5559
49.4545,-1.86652,-2.05071,49.3767
49.9969,-0.924769,-1.44181,49.9675
49.6565,1.76515,0.547366,49.6221
49.984,-1.94631,0.306953,49.9452
49.5941,-0.125047,-3.10262,49.4968
49.9563,-2.42524,-0.0764888,49.8973
44.1973,1.67967,-0.101257,44.1652
49.8562,2.04442,0.228094,49.8138
49.1858,1.45199,-0.585636,49.1609
49.375,2.26678,-0.717567,49.3177
35.4199,1.45737,1.6671,35.3506
49.4383,-1.67384,0.0107878,49.41
39.1282,1.3612,1.32552,39.082
49.9792,-1.46989,-0.191858,49.9572
25.8566,1.8722,-0.906187,25.7728
39.9705,-1.26741,-1.79463,39.91
49.9826,-0.411274,1.36185,49.9624
46.4994,2.0488,-2.38308,46.393
49.908,1.58136,-0.141461,49.8827
49.4093,1.41489,-1.04614,49.378
49.9559,-1.4607,1.22848,49.9194
43.7167,0.574721,1.50566,43.687
49.975,-1.60417,0.413734,49.9475
49.8906,0.311411,-2.18666,49.8417
49.8361,0.844144,1.90796,49.7924
32.7182,0.741007,3.43929,32.5285
49.9425,-1.74225,-0.519348,49.9094
49.7864,1.19349,1.69344,49.7433
46.9762,-0.87755,2.09719,46.9211
49.9546,-0.737219,-1.97552,49.9101
45.6692,0.701352,2.21471,45.6101
49.1733,2.34006,-1.21301,49.1026
45.8615,-1.28309,1.95703,45.8018
49.3539,-0.474989,1.60192,49.3256
26.8753,2.44994,-1.44219,26.7245
22.4685,-0.473737,-1.97109,22.3768
49.189,1.3912,0.465174,49.1671
49.8043,1.63295,-0.640864,49.7734
39.1952,1.76873,0.00422156,39.1553
48.05,0.352772,-2.46794,47.9852
49.1715,1.30367,1.95227,49.1154
49.6498,-2.26138,2.80696,49.5188
47.6255,-0.294411,1.53599,47.5998
43.5681,-2.64034,-1.25431,43.4699
49.6648,0.807259,-1.22204,49.6432
49.8931,-0.883763,-1.61003,49.8593
42.7641,-1.97672,0.705227,42.7125
46.8728,0.616781,1.81902,46.8335
44.56,0.0102592,-4.81348,44.2992
41.6824,0.997255,1.44246,41.6455
38.1638,0.432421,2.14941,38.1008
49.8007,-1.03261,-1.243,49.7745
26.9758,4.00976,-0.00741132,26.6761
43.387,2.90348,0.423047,43.2877
49.9392,-1.34642,-0.932144,49.9123
45.9819,2.21284,-0.182412,45.9282
49.623,-3.01503,1.44596,49.5102
49.9211,1.7097,1.20695,49.8772
46.4288,-0.258722,3.01228,46.3302
46.3696,0.0579759,1.60969,46.3417
49.3804,0.658719,3.45559,49.2549
34.0626,-1.04307,4.97826,33.6807
49.9765,-0.937891,-1.10335,49.9555
41.7323,-1.93944,-2.16901,41.6307
49.9285,-1.46953,0.923992,49.8983
48.7914,0.971509,-1.0502,48.7704
49.7906,-1.65384,0.226326,49.7626
49.9079,-0.677774,1.3151,49.886
48.7399,-3.12877,0.544456,48.6364
47.3131,0.999691,1.16668,47.2881
49.8357,0.770759,1.92267,49.7926
46.4489,1.42312,-0.3807,46.4255
44.9758,0.738141,2.22504,44.9146
47.3479,1.06234,-1.92553,47.2968
40.7165,0.0438772,1.68925,40.6814
49.9426,-1.3806,1.14127,49.9105
44.025,1.34847,-0.214854,44.0038
33.5491,0.423839,-3.31619,33.3821
44.5982,-0.632629,-2.14341,44.5422
49.8209,0.81551,-1.59894,49.7886
49.2117,1.82968,2.56662,49.1106
49.6835,1.40192,-0.358497,49.6624
44.9111,-1.10165,0.77365,44.8909
40.4779,-1.32258,-1.69496,40.4208
49.5641,-1.35618,-0.479916,49.5432
49.9623,-2.18943,-0.171094,49.914
45.0228,1.46497,-0.939245,44.9891
48.4273,0.952856,-1.53038,48.3937
49.9643,0.257008,1.54111,49.9399
34.752,-7.14365,0.983986,33.9956
49.7402,0.502729,-1.45421,49.7164
49.9954,-0.367649,1.47292,49.9723
42.3212,-1.96534,-0.147512,42.2753
35.1431,-0.163154,2.32071,35.066
49.2906,1.40589,-0.147191,49.2703
47.6019,0.523807,2.8963,47.5109
46.9251,-0.626886,-1.76128,46.8878
25.0505,1.85374,-0.796966,24.9692
49.4148,-0.805612,-2.98155,49.3182
49.4692,-1.49821,0.451462,49.4444
42.7642,0.152788,1.43893,42.7397
33.1572,-1.68318,0.718556,33.1066
47.7113,7.13195,-12.4583,45.5005
48.5235,1.31445,1.17926,48.4914
49.9445,0.703677,1.8577,49.9049
49.98,-0.209982,-1.60937,49.9536
49.869,-1.53167,1.67584,49.8173
49.7499,-0.686981,-1.51654,49.7221
49.6304,-0.41568,-2.07718,49.5852
49.4159,-1.71614,0.57276,49.3828
49.3863,-0.452176,-1.58359,49.3589
49.1989,2.12882,-0.561495,49.1496
49.7615,1.77442,-1.60338,49.704
44.4121,1.58476,-0.0528609,44.3838
48.4977,-0.972091,-1.65284,48.4598
49.7695,1.30289,0.681915,49.7478
49.4918,-1.51322,-0.000200868,49.4687
48.5472,1.60003,0.711381,48.5156
48.2214,1.24503,-1.94038,48.1662
49.5035,-1.28547,-1.17629,49.4728
43.0565,0.583935,-2.55143,42.9769
46.7013,-1.73602,-0.349803,46.6677
48.2456,1.01502,-1.23399,48.2191
49.8682,-1.59203,-1.49207,49.8205
49.8869,1.44315,0.399411,49.8644
48.5193,-1.44005,0.142108,48.4977
49.9472,-1.6165,2.10798,49.8765
49.2842,1.42653,-1.42476,49.243
49.8703,1.71193,0.767303,49.835
49.6262,1.81147,1.17232,49.5792
49.9826,1.59414,0.306983,49.9562
48.9044,-0.947971,-6.31988,48.485
47.5333,-0.570813,2.40811,47.4689
48.2733,0.169203,-1.46126,48.2509
49.9817,-1.3264,-0.579073,49.9608
48.8558,2.94167,1.26718,48.7507
31.6746,-2.10648,0.774712,31.595
49.9326,-1.42782,-0.575931,49.9089
49.9771,-1.40609,-0.820813,49.9506
49.3876,1.43607,0.566867,49.3635
37.5394,-0.69506,1.91522,37.4841
8.35248,1.45364,1.06823,8.15535
49.5244,-1.17278,-1.04441,49.4995
42.8911,7.22712,-7.41635,41.6222
49.9385,0.449427,-2.13535,49.8908
16.6676,0.0721857,1.91962,16.5566
43.9514,-1.38296,-0.406115,43.9278
49.9653,-1.04454,1.11941,49.9418
49.0288,2.09487,1.0752,48.9722
48.8065,2.20878,0.947284,48.7473
44.1153,0.874915,-1.23726,44.0893
42.1087,-0.239905,2.82826,42.0129
49.8677,0.504033,-1.46939,49.8435
41.1814,2.14228,0.383672,41.1239
45.5987,1.23233,-1.68735,45.5508
49.839,-0.427874,1.39564,49.8177
49.8559,-0.192635,-1.80845,49.8227
49.9173,-1.33317,0.575919,49.8961
49.3748,2.20953,-0.149209,49.3251
49.8747,1.14509,1.70038,49.8325
45.9144,1.21072,-3.20519,45.7864
49.9543,-1.44038,-1.67571,49.9054
48.3811,-1.33573,-1.72965,48.3317
49.5587,0.861706,-1.30744,49.534
48.0767,2.46008,-3.13859,47.911
49.9311,-1.48619,-2.27892,49.8569
45.1005,0.523128,-3.68688,44.9465
49.4234,2.61444,-0.900044,49.346
35.6491,2.06039,0.456019,35.5866
36.5786,2.02838,-1.09282,36.506
49.8796,1.33475,1.3777,49.8427
48.3574,1.48307,-0.856905,48.327
49.0194,-0.711289,1.57138,48.9891
47.4721,0.358226,-1.73847,47.4389
49.5473,-0.767319,-1.48607,49.519
49.4886,2.26678,1.52122,49.4133
49.4994,-2.58972,1.18611,49.4174
49.5699,-1.53817,-2.22496,49.4961
49.1877,-0.616085,-1.40499,49.1638
49.636,-1.59194,0.929728,49.6018
49.7539,-1.43635,-0.967992,49.7238
40.2949,-0.7042,1.64024,40.2554
49.9791,1.55189,-0.263268,49.9543
